total_inner_iterations,totim,kper,kstp,nouter,ninner,solution_inner_dvmax,solution_inner_dvmax_model,solution_inner_dvmax_node,solution_inner_rmax,solution_inner_rmax_model,solution_inner_rmax_node,solution_inner_alpha,solution_inner_omega
635,.2543024035921640E-07,1,500,1,1,-.9622468079218229E-07,1,1,.3726186026397949E-14,1,1,1.000000,0.6253264E-13
636,.2543024035921640E-07,1,500,1,2,-.6014439349679731E-20,1,1,-.2125186087155457E-19,1,2,0.6253264E-13,0.2034326E-23
637,.2543024035921640E-07,1,500,2,1,-.4584661551782300E-19,1,2,.1163869087883698E-09,1,2,0.1220554E-03,0.1220256E-03
638,.2670175237720955E-07,1,501,1,1,-.1010019113971970E-06,1,1,.3726186026397949E-14,1,1,1.000000,0.6253291E-13
639,.2670175237720955E-07,1,501,1,2,-.6315060759006396E-20,1,1,-.2337248552818159E-19,1,2,0.6253291E-13,0.2460688E-23
640,.2670175237720955E-07,1,501,2,1,-.4813739937875046E-19,1,3,.1163869087883698E-09,1,3,0.1220554E-03,0.1220256E-03
641,.2803683999610237E-07,1,502,1,1,-.1060145443993151E-06,1,1,.3733124920301855E-14,1,1,1.000000,0.6276633E-13
642,.2803683999610237E-07,1,502,1,2,-.6643051372954181E-20,1,1,.2864160372827005E-19,1,2,0.6276633E-13,0.3695254E-23
643,.2803683999610237E-07,1,502,2,1,.2527513150634200E-19,1,7,-.1164011131402799E-09,1,7,0.6103143E-04,0.6102398E-04
644,.2943868199593982E-07,1,503,1,1,-.1112739994849602E-06,1,1,.3726186026397949E-14,1,1,1.000000,0.6253353E-13
645,.2943868199593982E-07,1,503,1,2,-.6962116614411793E-20,1,1,.8459598094765862E-20,1,2,0.6253353E-13,0.3223171E-24
646,.2943868199593982E-07,1,503,2,1,.2653794462918305E-19,1,3,-.1164011131402799E-09,1,3,0.6103143E-04,0.6102398E-04
647,.3091061609576915E-07,1,504,1,1,-.1167922328416187E-06,1,1,.3726186026397949E-14,1,1,1.000000,0.6253389E-13
648,.3091061609576915E-07,1,504,1,2,-.7310088480125518E-20,1,1,.3642342251850804E-19,1,2,0.6253389E-13,0.5975139E-23
649,.3091061609576915E-07,1,504,2,1,.3483373804095061E-20,1,9,-.5820588462438795E-10,1,9,0.1525856E-04,0.1525809E-04
650,.3245614690058994E-07,1,505,1,1,-.1225817587811442E-06,1,1,.3733124920301855E-14,1,1,1.000000,0.6276743E-13
651,.3245614690058994E-07,1,505,1,2,-.7689740092793832E-20,1,1,.1558053314807909E-18,1,2,0.6276743E-13,0.1093336E-21
652,.3245614690058994E-07,1,505,2,1,-.1829926805208463E-19,1,10,.5819878082300032E-10,1,1,0.7628812E-04,0.7627649E-04
653,.3407895424565178E-07,1,506,1,1,-.1286556744341722E-06,1,1,.3733124920301855E-14,1,1,1.000000,0.6276777E-13
654,.3407895424565178E-07,1,506,1,2,-.8074057664117304E-20,1,1,-.1761921059195848E-18,1,2,0.6276777E-13,0.1398186E-21
655,.3407895424565178E-07,1,506,2,1,.1536533046796172E-19,1,1,-.5820055657013995E-10,1,1,0.6103143E-04,0.6102398E-04
656,.3578290195796670E-07,1,507,1,1,-.1350276860232650E-06,1,1,.3733124920301855E-14,1,1,1.000000,0.6276835E-13
657,.3578290195796670E-07,1,507,1,2,-.8477587628144202E-20,1,1,.1751986717667280E-18,1,2,0.6276835E-13,0.1382478E-21
658,.3578290195796670E-07,1,507,2,1,-.1209490476572646E-19,1,3,.5820233245274035E-10,1,3,0.4577427E-04,0.4577008E-04
659,.3757204705589738E-07,1,508,1,1,-.1417121323675766E-06,1,1,.3733124920301855E-14,1,1,1.000000,0.6276882E-13
660,.3757204705589738E-07,1,508,1,2,-.8901265326479018E-20,1,1,.1375641948258781E-19,1,2,0.6276882E-13,0.8529496E-24
661,.3757204705589738E-07,1,508,2,1,-.1693145291510574E-19,1,2,.5820055657013995E-10,1,2,0.6103143E-04,0.6102398E-04
662,.3945064940872458E-07,1,509,1,1,-.1487240136167036E-06,1,1,.3740063814205760E-14,1,1,1.000000,0.6300289E-13
663,.3945064940872458E-07,1,509,1,2,-.9363477130329414E-20,1,1,-.1914974255297477E-18,1,2,0.6300289E-13,0.1651713E-21
664,.3945064940872458E-07,1,509,2,1,-.1333339282270332E-19,1,3,.5820233245274035E-10,1,3,0.4577427E-04,0.4577008E-04
665,.4142318187919315E-07,1,510,1,1,-.1560790169244929E-06,1,1,.3740063814205760E-14,1,1,1.000000,0.6300356E-13
666,.4142318187919315E-07,1,510,1,2,-.9831412574039807E-20,1,1,-.9295894184969248E-19,1,2,0.6300356E-13,0.3892296E-22
667,.4142318187919315E-07,1,510,2,1,.1399936643239200E-19,1,4,.5820233245274035E-10,1,1,0.4577427E-04,0.4577008E-04
668,.4349434097318515E-07,1,511,1,1,-.1637935459347051E-06,1,1,.3740063814205760E-14,1,1,1.000000,0.6300426E-13
669,.4349434097318515E-07,1,511,1,2,-.1032271801930670E-19,1,1,-.8596383004193020E-19,1,2,0.6300426E-13,0.3328679E-22
670,.4349434097318515E-07,1,511,2,1,.7835574792985924E-19,1,3,-.1163869087883698E-09,1,3,0.1220554E-03,0.1220256E-03
671,.4566905802187674E-07,1,512,1,1,-.1718847486307982E-06,1,1,.3740063814205760E-14,1,1,1.000000,0.6300513E-13
672,.4566905802187674E-07,1,512,1,2,-.1083856956977793E-19,1,1,.1502158149939054E-18,1,2,0.6300513E-13,0.1016368E-21
673,.4566905802187674E-07,1,512,2,1,-.2059990849332830E-19,1,1,.5820055657013995E-10,1,1,0.6103143E-04,0.6102398E-04
674,.4795251092300291E-07,1,513,1,1,-.1803705498638823E-06,1,1,.3747002708109667E-14,1,1,1.000000,0.6323992E-13
675,.4795251092300291E-07,1,513,1,2,-.1140128407300435E-19,1,1,-.1506308679883723E-19,1,2,0.6323992E-13,0.1022001E-23
676,.4795251092300291E-07,1,513,2,1,-.1621318559974191E-19,1,1,.5820233245274035E-10,1,1,0.4577427E-04,0.4577008E-04
677,.5035013646918539E-07,1,514,1,1,-.1892696778794937E-06,1,1,.3747002708109667E-14,1,1,1.000000,0.6324092E-13
678,.5035013646918539E-07,1,514,1,2,-.1197099888627716E-19,1,1,.1190393284302526E-18,1,2,0.6324092E-13,0.6382794E-22
679,.5035013646918539E-07,1,514,2,1,-.2269691360206396E-19,1,3,.5820055657013995E-10,1,2,0.6103143E-04,0.6102398E-04
680,.5286764329267700E-07,1,515,1,1,-.1986016988918959E-06,1,1,.3747002708109667E-14,1,1,1.000000,0.6324192E-13
681,.5286764329267700E-07,1,515,1,2,-.1256915463974672E-19,1,1,.3380452075008544E-19,1,2,0.6324192E-13,0.5147814E-23
682,.5286764329267700E-07,1,515,2,1,.1190841443315631E-19,1,1,-.5820410847081764E-10,1,1,0.3051665E-04,0.3051478E-04
683,.5551102545734320E-07,1,516,1,1,-.2083870485098613E-06,1,1,.3753941602013572E-14,1,1,1.000000,0.6347743E-13
684,.5551102545734320E-07,1,516,1,2,-.1322161225202187E-19,1,1,-.1564281208981095E-18,1,2,0.6347743E-13,0.1102247E-21
685,.5551102545734320E-07,1,516,2,1,.1251180466835970E-19,1,3,-.5820410847081764E-10,1,3,0.3051665E-04,0.3051478E-04
686,.5828657673024270E-07,1,517,1,1,-.2186470644628685E-06,1,1,.3753941602013572E-14,1,1,1.000000,0.6347879E-13
687,.5828657673024270E-07,1,517,1,2,-.1388222978339344E-19,1,1,.5724389563991150E-19,1,2,0.6347879E-13,0.1476471E-22
688,.5828657673024270E-07,1,517,2,1,-.1969009567403602E-19,1,7,.5820233245274035E-10,1,3,0.4577427E-04,0.4577008E-04
689,.6120090556678717E-07,1,518,1,1,-.2294040194897034E-06,1,1,.3760880495917478E-14,1,1,1.000000,0.6371512E-13
690,.6120090556678717E-07,1,518,1,2,-.1460276693848960E-19,1,1,.1442857569994724E-18,1,2,0.6371512E-13,0.9380838E-22
691,.6120090556678717E-07,1,518,2,1,-.3451122836648228E-20,1,1,.2910294231219398E-10,1,1,0.1525856E-04,0.1525809E-04
692,.6426095084515886E-07,1,519,1,1,-.2406811562936545E-06,1,1,.3760880495917478E-14,1,1,1.000000,0.6371664E-13
693,.6426095084515886E-07,1,519,1,2,-.1533232649748523E-19,1,1,.9028403279358447E-19,1,2,0.6371664E-13,0.3671976E-22
694,.6426095084515886E-07,1,519,2,1,.1447648265768893E-19,1,2,-.5820410847081764E-10,1,2,0.3051665E-04,0.3051478E-04
695,.6747399838744914E-07,1,520,1,1,-.2525027216894441E-06,1,1,.3767819389821384E-14,1,1,1.000000,0.6395349E-13
696,.6747399838744914E-07,1,520,1,2,-.1612798850255706E-19,1,1,-.2224817418640594E-18,1,2,0.6395349E-13,0.2229848E-21
697,.6747399838744914E-07,1,520,2,1,-.3804864723708680E-20,1,1,.2910294231219398E-10,1,1,0.1525856E-04,0.1525809E-04
698,.7084769830685394E-07,1,521,1,1,-.2648940022299363E-06,1,1,.3760880495917478E-14,1,1,1.000000,0.6372013E-13
699,.7084769830685394E-07,1,521,1,2,-.1690251982825460E-19,1,1,-.1391039188420462E-19,1,2,0.6372013E-13,0.8721800E-24
700,.7084769830685394E-07,1,521,2,1,.3991519904478315E-20,1,4,.2910294231219398E-10,1,2,0.1525856E-04,0.1525809E-04
701,.7439008322222898E-07,1,522,1,1,-.2778813573414659E-06,1,1,.3774758283725290E-14,1,1,1.000000,0.6419326E-13
702,.7439008322222898E-07,1,522,1,2,-.1781235579194295E-19,1,1,-.1206770239365730E-18,1,2,0.6419326E-13,0.6564239E-22
703,.7439008322222898E-07,1,522,2,1,.4186963575867268E-20,1,9,.2910294231219398E-10,1,3,0.1525856E-04,0.1525809E-04
704,.7810958738337278E-07,1,523,1,1,-.2914922582190082E-06,1,1,.3767819389821384E-14,1,1,1.000000,0.6395967E-13
705,.7810958738337278E-07,1,523,1,2,-.1866773686352552E-19,1,1,-.2237269921047632E-18,1,2,0.6395967E-13,0.2255445E-21
706,.7810958738337278E-07,1,523,2,1,.1099005962928939E-20,1,2,-.2910360841424634E-10,1,2,0.3814683E-05,0.3814654E-05
707,.8201506675257375E-07,1,524,1,1,-.3057553218421591E-06,1,1,.3781697177629196E-14,1,1,1.000000,0.6443432E-13
708,.8201506675257375E-07,1,524,1,2,-.1967240365396565E-19,1,1,-.4554895864015931E-19,1,2,0.6443432E-13,0.9349240E-23
709,.8201506675257375E-07,1,524,2,1,.3465058278182195E-20,1,10,.2910316434197660E-10,1,2,0.1144396E-04,0.1144370E-04
710,.8611582009023477E-07,1,525,1,1,-.3207003456689295E-06,1,1,.3781697177629196E-14,1,1,1.000000,0.6443729E-13
711,.8611582009023477E-07,1,525,1,2,-.2065502844707801E-19,1,1,.2257423741231744E-18,1,2,0.6443729E-13,0.2296223E-21
712,.8611582009023477E-07,1,525,2,1,.1212730579527274E-20,1,1,-.2910360841424634E-10,1,1,0.3814683E-05,0.3814654E-05
713,.9042161109477885E-07,1,526,1,1,-.3363583446977641E-06,1,1,.3781697177629196E-14,1,1,1.000000,0.6444041E-13
714,.9042161109477885E-07,1,526,1,2,-.2168666235700623E-19,1,1,.3093871415779524E-18,1,2,0.6444041E-13,0.4314542E-21
715,.9042161109477885E-07,1,526,2,1,-.1271840724566181E-20,1,2,.2910360841424634E-10,1,2,0.3814683E-05,0.3814654E-05
716,.9494269164955014E-07,1,527,1,1,-.3527615867587909E-06,1,1,.3788636071533101E-14,1,1,1.000000,0.6468043E-13
717,.9494269164955014E-07,1,527,1,2,-.2281152556607054E-19,1,1,.2481579176926325E-18,1,2,0.6468043E-13,0.2774994E-21
718,.9494269164955014E-07,1,527,2,1,-.8020945874362067E-20,1,1,.2910249826533258E-10,1,1,0.2288766E-04,0.2288661E-04
719,.9968982623205998E-07,1,528,1,1,-.3699436263459748E-06,1,1,.3795574965437008E-14,1,1,1.000000,0.6492124E-13
720,.9968982623205998E-07,1,528,1,2,-.2399459012971544E-19,1,1,.1815577481581139E-18,1,2,0.6492124E-13,0.1486133E-21
721,.9968982623205998E-07,1,528,2,1,.7026813360854317E-20,1,1,-.2910272028664601E-10,1,1,0.1907312E-04,0.1907239E-04
722,.1046743175436953E-06,1,529,1,1,-.3879393380031675E-06,1,1,.3795574965437008E-14,1,1,1.000000,0.6492523E-13
723,.1046743175436953E-06,1,529,1,2,-.2519279289533866E-19,1,1,.6371406087639297E-19,1,2,0.6492523E-13,0.1830971E-22
724,.1046743175436953E-06,1,529,2,1,.5902598308571481E-20,1,1,-.2910294231219398E-10,1,1,0.1525856E-04,0.1525809E-04
725,.1099080334209124E-06,1,530,1,1,-.4067849509856989E-06,1,1,.3802513859340913E-14,1,1,1.000000,0.6516726E-13
726,.1099080334209124E-06,1,530,1,2,-.2649911221030494E-19,1,1,-.3784976151688531E-19,1,2,0.6516726E-13,0.6473107E-23
727,.1099080334209124E-06,1,530,2,1,-.6180512496181566E-20,1,2,.2910294231219398E-10,1,2,0.1525856E-04,0.1525809E-04
728,.1154034350919904E-06,1,531,1,1,-.4265180800072573E-06,1,1,.3802513859340913E-14,1,1,1.000000,0.6517249E-13
729,.1154034350919904E-06,1,531,1,2,-.2782230049763057E-19,1,1,.2381349061737546E-18,1,2,0.6517249E-13,0.2556558E-21
730,.1154034350919904E-06,1,531,2,1,-.1622202672395816E-20,1,6,.2910360841424634E-10,1,6,0.3814683E-05,0.3814654E-05
731,.1211736068466223E-06,1,532,1,1,-.4471777555403615E-06,1,1,.3816391647148725E-14,1,1,1.000000,0.6565373E-13
732,.1211736068466223E-06,1,532,1,2,-.2931783102859268E-19,1,1,-.5874152972266645E-18,1,2,0.6565373E-13,0.1555600E-20
733,.1211736068466223E-06,1,532,2,1,.6396319793074656E-21,1,1,-.1455183196223557E-10,1,1,0.2861015E-05,0.2860998E-05
734,.1272322871889857E-06,1,533,1,1,-.4688044525018080E-06,1,1,.3816391647148725E-14,1,1,1.000000,0.6566066E-13
735,.1272322871889857E-06,1,533,1,2,-.3078171590915513E-19,1,1,.2424715801504459E-18,1,2,0.6566066E-13,0.2650861E-21
736,.1272322871889857E-06,1,533,2,1,.1117462676562646E-20,1,2,-.1455177645214311E-10,1,2,0.4768349E-05,0.4768303E-05
737,.1335939015484673E-06,1,534,1,1,-.4914401158010367E-06,1,1,.3823330541052631E-14,1,1,1.000000,0.6590596E-13
738,.1335939015484673E-06,1,534,1,2,-.3237704361087746E-19,1,1,-.8160684953049162E-19,1,2,0.6590596E-13,0.3004062E-22
739,.1335939015484673E-06,1,534,2,1,.1412529861550936E-20,1,5,.1455174869729540E-10,1,3,0.5722013E-05,0.5721948E-05
740,.1402735966259231E-06,1,535,1,1,-.5151281851156023E-06,1,1,.3823330541052631E-14,1,1,1.000000,0.6591440E-13
741,.1402735966259231E-06,1,535,1,2,-.3399350262737786E-19,1,1,.8277167463626191E-18,1,2,0.6591440E-13,0.3089441E-20
742,.1402735966259231E-06,1,535,2,1,.4943928365058046E-21,1,10,-.1455185971748032E-10,1,9,0.1907345E-05,0.1907338E-05
743,.1472872764572516E-06,1,536,1,1,-.5399136154690843E-06,1,1,.3830269434956537E-14,1,1,1.000000,0.6616055E-13
744,.1472872764572516E-06,1,536,1,2,-.3575462970435917E-19,1,1,-.3323663575788504E-18,1,2,0.6616055E-13,0.4981761E-21
745,.1472872764572516E-06,1,536,2,1,-.2585921806443723E-21,1,3,.1455188747285741E-10,1,3,0.9536734E-06,0.9536716E-06
746,.1546516402801465E-06,1,537,1,1,-.5658428945106610E-06,1,1,.3837208328860442E-14,1,1,1.000000,0.6640914E-13
747,.1546516402801465E-06,1,537,1,2,-.3760705532080273E-19,1,1,-.5308394210969169E-18,1,2,0.6640914E-13,0.1271034E-20
748,.1546516402801465E-06,1,537,2,1,.1359994014767412E-20,1,8,.1455177645214311E-10,1,2,0.4768349E-05,0.4768303E-05
749,.1623842222941862E-06,1,538,1,1,-.5929640559050444E-06,1,1,.3844147222764348E-14,1,1,1.000000,0.6666041E-13
750,.1623842222941862E-06,1,538,1,2,-.3955555383892218E-19,1,1,.2158876358763186E-18,1,2,0.6666041E-13,0.2102431E-21
751,.1623842222941862E-06,1,538,2,1,.1139954432065420E-20,1,2,-.1455180420712317E-10,1,2,0.3814683E-05,0.3814654E-05
752,.1705034334089278E-06,1,539,1,1,-.6213266903256760E-06,1,1,.3858025010572160E-14,1,1,1.000000,0.6715363E-13
753,.1705034334089278E-06,1,539,1,2,-.4167939196673203E-19,1,1,.2989534175903005E-18,1,2,0.6715363E-13,0.4035190E-21
754,.1705034334089278E-06,1,539,2,1,.8975247601249303E-21,1,5,-.1455183196223557E-10,1,2,0.2861015E-05,0.2860998E-05
755,.1790286050794065E-06,1,540,1,1,-.6509819487559311E-06,1,1,.3858025010572160E-14,1,1,1.000000,0.6716541E-13
756,.1790286050794065E-06,1,540,1,2,-.4375898949599070E-19,1,1,.1472886202285921E-18,1,2,0.6716541E-13,0.1021181E-21
757,.1790286050794065E-06,1,540,2,1,.3147799823226218E-21,1,1,-.1455188747285741E-10,1,1,0.9536734E-06,0.9536716E-06
758,.1879800353334092E-06,1,541,1,1,-.6819825424653842E-06,1,1,.3864963904476066E-14,1,1,1.000000,0.6742049E-13
759,.1879800353334092E-06,1,541,1,2,-.4602485967345055E-19,1,1,.1624955866247332E-18,1,2,0.6742049E-13,0.1191853E-21
760,.1879800353334092E-06,1,541,2,1,-.1321917260302162E-20,1,1,.1455180420712317E-10,1,1,0.3814683E-05,0.3814654E-05
761,.1973790371001120E-06,1,542,1,1,-.7143827376595117E-06,1,1,.3878841692283877E-14,1,1,1.000000,0.6791890E-13
762,.1973790371001120E-06,1,542,1,2,-.4849396820300366E-19,1,1,-.5845685348230936E-18,1,2,0.6791890E-13,0.1542983E-20
763,.1973790371001120E-06,1,542,2,1,.1734806686390988E-20,1,10,-.1455177645214311E-10,1,2,0.4768349E-05,0.4768303E-05
764,.2072479889551499E-06,1,543,1,1,-.7482383403061782E-06,1,1,.3892719480091688E-14,1,1,1.000000,0.6842204E-13
765,.2072479889551499E-06,1,543,1,2,-.5109514875685637E-19,1,1,-.5104511336529266E-18,1,2,0.6842204E-13,0.1176877E-20
766,.2072479889551499E-06,1,543,2,1,.1457069836252061E-20,1,1,-.1455180420712317E-10,1,1,0.3814683E-05,0.3814654E-05
767,.2176103884029398E-06,1,544,1,1,-.7836066778806815E-06,1,1,.3892719480091688E-14,1,1,1.000000,0.6844036E-13
768,.2176103884029398E-06,1,544,1,2,-.5364384368029046E-19,1,1,-.1934771278685490E-18,1,2,0.6844036E-13,0.1690752E-21
769,.2176103884029398E-06,1,544,2,1,.1144143380435759E-20,1,2,-.1455183196223557E-10,1,2,0.2861015E-05,0.2860998E-05
770,.2284909078231191E-06,1,545,1,1,-.8205465727491312E-06,1,1,.3906597267899501E-14,1,1,1.000000,0.6894790E-13
771,.2284909078231191E-06,1,545,1,2,-.5651953818580639E-19,1,1,-.6732217168676110E-18,1,2,0.6894790E-13,0.2048111E-20
772,.2284909078231191E-06,1,545,2,1,-.1201022347085277E-20,1,9,-.1455183196223557E-10,1,2,0.2861015E-05,0.2860998E-05
773,.2399154532143074E-06,1,546,1,1,-.8591183019638162E-06,1,1,.3913536161803406E-14,1,1,1.000000,0.6921784E-13
774,.2399154532143074E-06,1,546,1,2,-.5944470074901165E-19,1,1,.8704489276508057E-18,1,2,0.6921784E-13,0.3424231E-20
775,.2399154532143074E-06,1,546,2,1,-.4202393007208737E-21,1,7,.1455188747285741E-10,1,7,0.9536734E-06,0.9536716E-06
776,.2519112258750551E-06,1,547,1,1,-.8993835573550813E-06,1,1,.3920475055707312E-14,1,1,1.000000,0.6948585E-13
777,.2519112258750551E-06,1,547,1,2,-.6251862103862992E-19,1,1,.1536671122398030E-18,1,2,0.6948585E-13,0.1110659E-21
778,.2519112258750551E-06,1,547,2,1,.1659453391857300E-21,1,1,-.7275947205861182E-11,1,1,0.7152552E-06,0.7152542E-06
779,.2645067871688402E-06,1,548,1,1,-.9414053864807478E-06,1,1,.3934352843515123E-14,1,1,1.000000,0.7000302E-13
780,.2645067871688402E-06,1,548,1,2,-.6586686694147087E-19,1,1,-.7011276479763880E-18,1,2,0.7000302E-13,0.2239068E-20
781,.2645067871688402E-06,1,548,2,1,.3495957778200101E-21,1,5,-.7275936797576160E-11,1,3,0.1430509E-05,0.1430505E-05
782,.2777321265273146E-06,1,549,1,1,-.9852481300871870E-06,1,1,.3941291737419029E-14,1,1,1.000000,0.7027975E-13
783,.2777321265273146E-06,1,549,1,2,-.6927247213835934E-19,1,1,-.4131040982593350E-18,1,2,0.7027975E-13,0.7768338E-21
784,.2777321265273146E-06,1,549,2,1,-.1215047990997320E-21,1,9,.7275950675297794E-11,1,6,0.4768369E-06,0.4768365E-06
785,.2916187328537126E-06,1,550,1,1,-.1030977344164611E-05,1,1,.3948230631322934E-14,1,1,1.000000,0.7056064E-13
786,.2916187328537126E-06,1,550,1,2,-.7285386864582683E-19,1,1,.1328477948936542E-18,1,2,0.7056064E-13,0.7999313E-22
787,.2916187328537126E-06,1,550,2,1,-.3211869800978665E-21,1,10,-.7275940267000365E-11,1,1,0.1192091E-05,0.1192089E-05
788,.3061996694964306E-06,1,551,1,1,-.1078659713478486E-05,1,1,.3962108419130746E-14,1,1,1.000000,0.7109345E-13
789,.3061996694964306E-06,1,551,1,2,-.7675378137061250E-19,1,1,.3958353951550480E-18,1,2,0.7109345E-13,0.7114164E-21
790,.3061996694964306E-06,1,551,2,1,-.2007953344140071E-21,1,1,.7275947205861182E-11,1,1,0.7152552E-06,0.7152542E-06
791,.3215096529712845E-06,1,552,1,1,-.1128362949439499E-05,1,1,.3982925100842463E-14,1,1,1.000000,0.7187627E-13
792,.3215096529712845E-06,1,552,1,2,-.8099875149015176E-19,1,1,-.1448543594037337E-17,1,2,0.7187627E-13,0.9508164E-20
793,.3215096529712845E-06,1,552,2,1,-.2821437133752470E-21,1,10,.7275943736428705E-11,1,2,0.9536734E-06,0.9536716E-06
794,.3375851356198811E-06,1,553,1,1,-.1180155679541467E-05,1,1,.3989863994746368E-14,1,1,1.000000,0.7217276E-13
795,.3375851356198811E-06,1,553,1,2,-.8518414359142151E-19,1,1,-.3660389325780279E-18,1,2,0.7217276E-13,0.6117076E-21
796,.3375851356198811E-06,1,553,2,1,.2212033095676650E-21,1,5,.7275947205861182E-11,1,1,0.7152552E-06,0.7152542E-06
797,.3544643924009075E-06,1,554,1,1,-.1234107318833953E-05,1,1,.4003741782554180E-14,1,1,1.000000,0.7272487E-13
798,.3544643924009075E-06,1,554,1,2,-.8973977160240719E-19,1,1,.2697625271705348E-18,1,2,0.7272487E-13,0.3312216E-21
799,.3544643924009075E-06,1,554,2,1,.1547771933548478E-21,1,9,.7275950675297794E-11,1,4,0.4768369E-06,0.4768365E-06
800,.3721876120209852E-06,1,555,1,1,-.1290287932135592E-05,1,1,.4017619570361991E-14,1,1,1.000000,0.7328146E-13
801,.3721876120209852E-06,1,555,1,2,-.9453564319472184E-19,1,1,.1039887795750988E-18,1,2,0.7328146E-13,0.4911416E-22
802,.3721876120209852E-06,1,555,2,1,.3249023153717278E-21,1,4,-.7275943736428705E-11,1,2,0.9536734E-06,0.9536716E-06
803,.3907969926220668E-06,1,556,1,1,-.1348768079631630E-05,1,1,.4031497358169802E-14,1,1,1.000000,0.7385143E-13
804,.3907969926220668E-06,1,556,1,2,-.9958992658395934E-19,1,1,.1683825660886921E-17,1,2,0.7385143E-13,0.1289035E-19
805,.3907969926220668E-06,1,556,2,1,-.1025435135717515E-20,1,4,.1455187359515232E-10,1,4,0.1430509E-05,0.1430505E-05
806,.4103368422532025E-06,1,557,1,1,-.1409618647574228E-05,1,1,.4045375145977613E-14,1,1,1.000000,0.7441744E-13
807,.4103368422532025E-06,1,557,1,2,-.1049039544486525E-18,1,1,-.1840648245944040E-18,1,2,0.7441744E-13,0.1551921E-21
808,.4103368422532025E-06,1,557,2,1,.7230401140720162E-21,1,4,-.7275929858740158E-11,1,1,0.1907345E-05,0.1907338E-05
809,.4308536843658950E-06,1,558,1,1,-.1472910669095194E-05,1,1,.4059252933785424E-14,1,1,1.000000,0.7500098E-13
810,.4308536843658950E-06,1,558,1,2,-.1105060636059910E-18,1,1,.4817134749144865E-18,1,2,0.7500098E-13,0.1078650E-20
811,.4308536843658950E-06,1,558,2,1,-.2847112821675909E-21,1,4,.7275947205861182E-11,1,3,0.7152552E-06,0.7152542E-06
812,.4523963685842221E-06,1,559,1,1,-.1538715127607484E-05,1,1,.4080069615497141E-14,1,1,1.000000,0.7584852E-13
813,.4523963685842221E-06,1,559,1,2,-.1166010371216660E-18,1,1,.3251903431570829E-18,1,2,0.7584852E-13,0.4956049E-21
814,.4523963685842221E-06,1,559,2,1,-.5945505162655518E-21,1,1,.7275936797576160E-11,1,1,0.1430509E-05,0.1430505E-05
815,.4750161870134656E-06,1,560,1,1,-.1607102747418830E-05,1,1,.4093947403304952E-14,1,1,1.000000,0.7644818E-13
816,.4750161870134656E-06,1,560,1,2,-.1228188493284151E-18,1,1,-.1001401925548492E-18,1,2,0.7644818E-13,0.4614338E-22
817,.4750161870134656E-06,1,560,2,1,-.2068026127973492E-21,1,2,.7275950675297794E-11,1,2,0.4768369E-06,0.4768365E-06
818,.4987669963641712E-06,1,561,1,1,-.1678143772066160E-05,1,1,.4114764085016669E-14,1,1,1.000000,0.7731470E-13
819,.4987669963641712E-06,1,561,1,2,-.1295805222575079E-18,1,1,-.1490094542926727E-17,1,2,0.7731470E-13,0.1013943E-19
820,.4987669963641712E-06,1,561,2,1,-.8240207927315743E-22,1,1,.3637976205008825E-11,1,1,0.3576277E-06,0.3576275E-06
821,.5237053461824121E-06,1,562,1,1,-.1751907731805997E-05,1,1,.4121702978920573E-14,1,1,1.000000,0.7768570E-13
822,.5237053461824121E-06,1,562,1,2,-.1362634244404985E-18,1,1,.2529479911721296E-18,1,2,0.7768570E-13,0.3495770E-21
